epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,1723.24,1.27501,0.72385,0.00823,0.80169,0.72927,0.77472,0.39234,1.92626,1.15903,0.02316,0.000325227,0.000325227,0.000325227
112,1738.36,1.27485,0.72176,0.00805,0.71475,0.7364,0.7558,0.37564,1.91987,1.20812,0.02307,0.000321693,0.000321693,0.000321693
113,1753.58,1.27669,0.71925,0.0086,0.783,0.67787,0.77601,0.38977,1.93121,1.2116,0.02333,0.000318158,0.000318158,0.000318158
114,1768.6,1.28346,0.71518,0.00824,0.65554,0.69614,0.70808,0.35983,1.93618,1.33984,0.02329,0.000314624,0.000314624,0.000314624
115,1784.04,1.24903,0.71975,0.00822,0.69327,0.74655,0.76304,0.3922,1.90588,1.17326,0.02273,0.00031109,0.00031109,0.00031109
116,1800.29,1.26651,0.69791,0.00806,0.67244,0.68278,0.70571,0.36896,1.93871,1.19455,0.02362,0.000307555,0.000307555,0.000307555
117,1815.99,1.25915,0.70704,0.00794,0.70515,0.68063,0.71516,0.37195,1.90181,1.25634,0.02292,0.000304021,0.000304021,0.000304021
118,1831.14,1.24842,0.70023,0.0082,0.79868,0.70656,0.7654,0.3906,1.87393,1.13123,0.02229,0.000300487,0.000300487,0.000300487
119,1846.39,1.25743,0.70412,0.00822,0.71274,0.71212,0.73638,0.38292,1.8954,1.2158,0.02259,0.000296953,0.000296953,0.000296953
120,1861.6,1.257,0.70193,0.00796,0.76902,0.73115,0.77181,0.38528,1.87733,1.21503,0.02256,0.000293418,0.000293418,0.000293418
121,1876.86,1.23453,0.69825,0.00789,0.71852,0.71089,0.74436,0.381,1.94394,1.26057,0.02293,0.000289884,0.000289884,0.000289884
122,1892.11,1.25189,0.68938,0.00803,0.7159,0.69789,0.7546,0.39271,1.90256,1.20742,0.02225,0.00028635,0.00028635,0.00028635
123,1907.18,1.24129,0.68831,0.0079,0.77971,0.66045,0.74241,0.37808,1.92091,1.23627,0.0232,0.000282815,0.000282815,0.000282815
124,1922.46,1.22761,0.67885,0.00775,0.77415,0.69544,0.75937,0.39464,1.86892,1.24381,0.02187,0.000279281,0.000279281,0.000279281
125,1937.69,1.21023,0.66148,0.00779,0.81039,0.68245,0.7586,0.3889,1.87804,1.19244,0.02268,0.000275747,0.000275747,0.000275747
126,1952.94,1.21857,0.64397,0.00763,0.69521,0.69292,0.73179,0.39256,1.89793,1.18472,0.02278,0.000272212,0.000272212,0.000272212
127,1968.08,1.22358,0.6552,0.00764,0.77336,0.70839,0.7631,0.39502,1.90958,1.1497,0.02312,0.000268678,0.000268678,0.000268678
